id,chessboard
h0Zk9pjH,r3nrk1/pppbqpBp/6p1/3pP3/6P1/2N2n2/PP1Q1N1P/R3KB1R w KQ - 0 15
LNRk2wSZ,6k1/7p/3p2p1/3P4/3Q2P1/rq5P/5PK1/7R w - - 2 30
lSVVEbOc,4Q3/6k1/p4p1r/6p1/P5P1/2P4P/2q2P2/6K1 w - - 8 46
nY5RYQeJ,r2qk2r/5ppp/pbbpp3/4P3/2P5/1N6/P2B1PPP/R2Q1RK1 w kq - 0 17
4WF9eDyU,5r2/4r1k1/p3Bp1p/BpbPp1p1/4P3/6P1/P4P2/2RR2K1 w - - 6 35
eHO2rzhf,2r3k1/pQ1b1p2/4p1p1/3p4/3N4/2P1q3/P5P1/5K1r w - - 4 36
q1tAGiTF,1k1r1r2/pbp5/1p2pn2/3p4/4B2R/2P2P1N/P1PK2PP/4R3 w - - 0 25
1w0Q64jl,rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3
WoF7Oae1,r1b1k2r/3pnp1p/6p1/ppp1R3/5B2/8/PPP2PPP/RN4K1 w kq - 0 19
1HDxy0bK,6k1/5p2/2N3pp/2p5/p3P3/2n4P/Pb4P1/6K1 w - - 1 35
AwSiweWI,8/8/8/8/1P1QK3/1k6/8/8 w - - 7 61
FKRAaZ9v,r1b1k2r/pp1pqp1p/6p1/2p1Q1B1/4n3/8/PPP2PPP/RN2KB1R w KQkq - 1 10
KIvcKtoP,r4rk1/p4ppp/1q1bn3/3pN3/8/2P2N1P/RPQ2PP1/R5K1 w - - 0 23
GmEe1rPy,1rb2rk1/p5pp/2p1pp2/3p4/1P1P4/P3P2P/3K1PPB/R4B1R w - - 1 18
K5AsEpMv,3r2k1/2Q2pp1/8/2Np2q1/3P3b/4PB2/1P3Pb1/2R1R1K1 w - - 0 30
5XPbkgJa,8/1R1N2pk/3bp2p/p2p1p2/P2P2K1/4PPP1/7r/8 w - - 0 47
fUgN4Cmv,rn1qkb1r/pppbp2p/8/3P1p2/2B1N3/8/PP3PPP/R2QK1NR w KQkq - 0 10
Xp3fdQpq,rn4k1/p1pp1ppp/1p6/8/5bP1/2P2R2/PPPrq3/4K3 w - - 3 21
tZXXsUqH,r3k2r/1pp1bpp1/p1p3p1/6P1/4n3/3P4/PPP1QP1q/RNB2RK1 w kq - 1 15
EHAlxX2w,r3k2r/1pq1bpp1/pNn1p3/P2pPn1p/3P4/1Q2BN2/5PPP/R4RK1 w kq - 7 20
4DBIIjj6,2kr1b1r/Qppq2p1/3p4/1N1Pp3/P1P1p1n1/6np/4NP1P/R1B2RK1 w - - 2 22
RuhYIXvs,6k1/5p1p/R1b3p1/b4r2/P7/BB5P/2P1p1P1/7K w - - 0 34
qeWF0lHV,3R4/6P1/5P2/2p5/8/2kp4/8/3K2r1 w - - 6 50
MioS0LEF,rn3k1r/1p3pp1/p2q4/2p5/6Q1/4PN2/PP3PP1/R1B2RK1 w - - 1 17
pZdgmBSr,1nbk1b1r/Np1p1p1p/4p1p1/8/Q2P4/2PB4/P3N3/q3K1R1 w - - 0 20
vwjKq9wE,r1b1k2r/p2p1pbp/2p1p1p1/8/2P1q3/7P/PP1BBPP1/R2QK2R w KQkq - 0 13
peYkJZ92,7K/6q1/5k2/8/8/8/8/8 w - - 26 85
sWEnYhzf,3r2k1/5ppp/8/4p3/2K1P1P1/4Q2P/2q5/8 w - - 5 39
8YwYzgpV,2k5/pp1r4/2bpq3/5B2/7P/5N2/5PP1/2R2K1R w - - 0 26
ALt6ycwM,r1b3k1/1p3ppp/p7/2Pq4/1P1B4/P6P/5PP1/R3Q1K1 w - - 0 24
QSPUUdS5,8/P6p/8/5Rp1/3qKp2/3r3P/5k2/8 w - - 10 52
4qeOWYvV,5b1r/2B1nkp1/p1B4p/1p2pb2/4N3/5P2/PPP2P1P/R4RK1 w - - 1 17
o9dtfMy6,r3k2r/pp3ppp/8/2b1p3/2B5/2PPq2P/PP1n4/RK1Q1R2 w kq - 2 19
B2w1URDz,r2qkb1r/pp4pp/2p1p3/1Q1p1bP1/3P4/2N2Nn1/PPP2PP1/R3K2R w KQkq - 0 13
qSwry7A6,2q1kb2/Q2n2p1/2Bp3n/4pp2/3PP1b1/2N2P2/PPP3PP/R3K1NR w KQ - 1 13
kqtrwYiF,r1bqkbnr/pp2pppp/2n5/3p4/3P4/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 5
cAqO10XZ,8/p7/8/3P4/R3N2p/2N2P2/1kn4P/2R3K1 w - - 0 34
X2oHVp9T,r4rk1/1pp2pp1/p2p3p/8/4P3/3nKP1N/q5PP/2R5 w - - 0 34
8zhFddUA,r7/pp4Q1/2p3P1/4R3/3Rn1k1/1P4N1/P1P2PPP/6K1 w - - 7 31
A6O7xeac,3r2k1/p1p2ppp/8/1p6/1b6/1PBn1P2/P1bNN1PP/2R1KB1R w K - 1 19
iKzGtz6J,2r2rk1/1pq2pbp/p2pp1p1/n1n3B1/P1P1P3/1PN2P2/3QN1PP/1R3R1K w - - 5 18
K1qyfnDd,6k1/p4p2/6p1/1p6/4KPP1/q7/8/8 w - - 0 42
7c5gIWok,r3k2r/1bpnqpp1/1p2p2p/p2pP3/3P1P2/1P5P/1Bn1B1PN/R2Q1RK1 w kq - 0 19
K3AN7Axw,r2qkb1r/3npp1p/p3b1p1/1p1p4/3P4/1P1BPP2/P3N1PP/R1BQ1RK1 w kq - 0 12
p6H1a2w4,8/5p2/5kpp/8/4K2P/6Pn/4rP2/5R2 w - - 1 45
Za78ZwA7,rnb4r/p2p1pkp/2p2n2/6p1/N1pQ4/8/PPP2PPP/R1B1R1K1 w - - 1 14
2CIBqnWG,3k3r/2pb2p1/4p1Q1/r2pP1q1/4P3/1P6/n1NRN1PP/R5K1 w - - 0 39
lvJcvlpo,r1k2r2/2pq2p1/pp1p3p/5P2/3N4/1QP2n2/PP3PP1/3R2K1 w - - 0 24
gxZ7xje2,rn6/pp2qkbn/2ppb1p1/8/2B1PP2/2NP4/PPP3PP/R1B1K2R w KQ - 0 13
eoM2KhmB,3k4/3r1p2/2BQ2p1/7p/PP2r2P/N7/5KP1/3R4 w - - 5 32
0AGpiPir,r5k1/pQ1n1ppp/5n2/5P2/8/5P2/PPP4P/1K2r3 w - - 0 23
3LyO0qtG,r3k1nr/ppp4p/8/4P2p/4N3/2P5/PP3PPP/n1Bq1K1R w kq - 1 15
HxKdEC9Z,8/8/8/3K4/1Q6/4k3/1R6/8 w - - 9 59
jkcCoxH4,k7/5R2/8/p1PpQ3/4P3/8/P1P1K3/8 w - - 0 53
MjB39ccq,3rk1n1/5R2/5PB1/8/2K2P1p/7P/6P1/8 w - - 4 51
9B7WavaZ,8/4k3/4Pp2/7p/4R1pP/7r/1r4PK/6R1 w - - 6 37
fIo4yeVF,8/8/2pQ3p/4P3/3pk3/4P1P1/3q1PP1/R5K1 w - - 4 35
PEPtA3I8,2Q5/8/1P1k1K2/8/8/1Q6/8/8 w - - 3 73
vIs0COO3,2bB4/8/4kp2/6p1/P2K4/1NP3P1/5P2/8 w - - 3 42
WDrRQ5z6,7r/Rb3rk1/2pBp3/1p2PpN1/3P2nR/1P1B2P1/8/6K1 w - - 3 43
AVCkDz54,4rr1k/pp3pb1/3R2pp/7P/2P5/4Q3/1q2B1P1/5R1K w - - 1 28
ezqdHDnH,6R1/8/1p4Rp/1P3p2/3k1P2/PKN1n3/5r2/8 w - - 13 44
vKniYSkR,5rk1/R1R5/8/1P6/2P5/7P/6PK/8 w - - 3 45
TPxodCqX,5r2/1p1P3k/6b1/8/3R1pBP/8/5Pp1/q1R3K1 w - - 0 39
NYUDwfGu,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3
0s5B64kG,1r4k1/4Q2p/1P1p4/3P4/r1n2B2/q5PP/5bBK/1RR5 w - - 2 33
oSip3NtF,6Q1/3k4/2R5/7p/7P/6Q1/4K3/8 w - - 1 52
dahRixi6,4k3/p5p1/8/2b5/2P5/P4r1q/1P6/7K w - - 4 39
K12aZ7kR,6k1/pN3ppp/8/2PP4/8/6P1/PP4P1/3nK3 w - - 0 33
GOY0I4k2,8/ppkbQ2p/2pp2r1/8/2B4K/1P6/6qP/n3R3 w - - 0 29
HNGBskuQ,8/8/1k6/1B5p/P5pK/8/8/8 w - - 31 62
ke1rCHy5,r2q1rk1/pp1nbppp/1n1P4/1Bp5/6b1/2N2N2/PP2QPPP/R1B1K2R w KQ - 1 12
wjdi5CWe,8/3p4/bp1k4/4p3/8/PP2K3/8/8 w - - 0 50
56nUuspy,r7/ppp5/3pb2p/4k3/4P3/2N5/P4PPP/R4RK1 w - - 2 19
LLCuYv7z,r2qr1k1/5ppp/p2p4/4p3/3pn1b1/BP1P1N2/P1P2PPP/R3R1K1 w - - 0 17
sxqTOM18,8/2N4k/6pp/R6K/1r5P/8/8/8 w - - 0 49
F2qznJLr,4r3/1p1k3p/p2p2pB/3b4/1P2R3/8/P1r3PP/R6K w - - 1 29
n3dcrxg4,2k2b2/pppn1p1Q/6p1/3q4/2b5/2B5/PP2r1PP/2RK3R w - - 5 20
1iRb1v1k,2k3nr/2N1bppp/6b1/4B3/1qQ5/5N1P/3P1PP1/5RK1 w - - 1 21
fa9AUstN,2kr3r/1p2Q3/p3p2p/3p3P/P1p1q3/2P1P3/1P1N1PP1/R3K2R w KQ - 1 19
2R2zF46t,4K3/5q2/1q3k2/8/8/8/8/8 w - - 6 70
mp8jaXNL,6K1/6q1/7k/8/8/8/8/8 w - - 18 82
2yn3lJpU,rk6/pp2p3/3pn1p1/2pN1q1p/4K3/3PBP2/PPP3PP/R6R w - - 2 20
QtWwomdJ,2r3k1/5p2/2brp1pp/pQ6/Np3P2/1P5P/1PP2RP1/7K w - - 3 27
0BC97U2U,r2q1rk1/1bp3pp/p1p2p2/2bp1N2/4PpQ1/P1NP4/1PP2PPP/R3K2R w KQ - 0 15
rMvYz5cL,r2q3k/1b1pNnpp/p2B1p2/1p3P2/7Q/1P6/1PP3PP/R6K w - - 9 29
57KerG4p,r3k2r/2p2pb1/p2p3q/3Pp3/PPB1Pn2/5PB1/5P2/R2Q1RK1 w kq - 5 26
hMwjFppN,r1b1k2r/p2p1ppp/2p2n2/2q1N3/4P3/5N2/5PPP/R1BQ1RK1 w kq - 0 15
HK6uJlA7,8/8/5q2/8/5P2/2k2K2/8/8 w - - 3 72
EdqgQYs4,6k1/5p1p/P5p1/8/3p4/2q3Q1/3b1P1P/R5K1 w - - 2 30
l3QUkcCo,1Q6/8/8/7K/7P/k7/8/5Q2 w - - 0 49
iR66H8b3,1k6/2p5/1p2P1pp/pr6/8/5NP1/P4PKP/7R w - - 0 31
CLQb3zOB,8/6K1/4k3/8/6P1/8/8/8 w - - 9 67
43U0OyF0,Q4bk1/3r1p1p/3p2p1/8/4p3/2q1B2P/P4PP1/3R2K1 w - - 1 33
hjqWhQQw,r4b2/pp2k1p1/1q1p2Qr/7p/4PN2/3P3P/PPP2PP1/R4RK1 w - - 1 17
CF77TFrA,6k1/3r2bp/p5p1/3p4/8/1Pn1B2P/P3KPP1/3R4 w - - 3 30
ew3gh2zB,r1b1kbnr/pppp1Npp/8/8/2Bnq3/8/PPPP1P1P/RNBQKR2 w Qkq - 0 7
yERBHBKc,7k/p6p/2P5/8/1r6/8/7P/2R4K w - - 0 43
inoEyfI5,7r/1pq2k2/2p1p2p/2Q5/4PPn1/3P2P1/PP2N3/2K4R w - - 2 27
KfKYueCv,4k1r1/4nr2/p2pQ1p1/3Pp1Bp/1q2B3/8/5PPP/5RK1 w - - 2 26
ecm51xAG,r7/p2R4/1p4kp/6pN/3B4/2Rn4/P4PPP/4r1K1 w - - 3 31
M3T7jzbv,6k1/p2q1ppp/1p6/2p2n2/P1Pp1P1b/1P1P1P1P/r4NK1/2B3Q1 w - - 0 27
15yFwrtT,r1b2k1r/ppp3pp/3p4/2q1n1B1/4P3/1BN1n1QP/PP2N1P1/R4K1R w - - 3 16
fUa4gtjN,r1bq1bnr/ppppk1p1/7p/4p2Q/2B1P3/8/PPP2PPP/RNB1K2R w KQ - 2 8
OUpXpx4L,2kr3r/pp2pp1p/3q2pB/2p1b3/8/1QPP3P/PP3PP1/R4RK1 w - - 2 18
62fnZ1Jj,2r5/1ppk3N/p6Q/8/3bq1K1/7P/8/8 w - - 0 31
PolCm51t,r6k/1pp3pp/pb6/3P4/5r2/PB5b/5PP1/3R1RK1 w - - 0 27
mfdfJHbb,3R4/1pp1Qppp/2k1b3/8/6q1/2P3K1/4r3/8 w - - 2 45
CfXO88hU,5Q2/p1k3p1/2n4p/8/3b2q1/3P1N2/Pr5K/2R2R2 w - - 1 28
pmOSJ1dS,3k4/8/p1b1Rr2/P2p1B2/1Pn3rp/2P4R/5K1P/8 w - - 0 35
ukB48ByK,7k/3R4/p7/8/8/5P2/P2p2PP/2r4K w - - 2 47
oT2R00Er,r1b2k1r/ppppn1p1/7p/3B4/3qP3/2N2P2/PP3P1P/R1B1R1K1 w - - 0 14
2TH890jR,1k3r2/ppp3p1/4b1p1/4p3/2pqP1n1/1PN3QP/PR4P1/5nKR w - - 1 21
odjhcBPg,5k2/3R3p/R7/1p6/8/6P1/Pr5r/4K3 w - - 4 39
tJDFGNsj,8/5k2/4r3/p7/1p1QB1P1/1P5P/7K/8 w - - 1 46
TtwHXP8l,3k4/8/p3PK1p/1p4p1/7P/P7/8/8 w - - 0 41
lH93fNX6,8/p5pk/6pp/4Q3/p1pP4/B1P5/2q2PKP/8 w - - 0 30
8EwMVT2K,N1k2b1r/1p1q1ppp/p2pbn2/n3p3/2P1P3/1N3P2/PP4PP/R2QKB1R w KQ - 0 15
8hsaLsdA,rnbqk1nr/pp2ppbp/3p2p1/2p5/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 2 5
CMAVX88B,2k1q1nN/pp6/1nprb2b/7p/2P1P1p1/1PNP2P1/PB2Q2P/R3KR2 w Q - 0 19
1kfWeKNj,r2rk3/1b1pn1Bp/1p1n4/p5R1/2P5/1P6/P4PPP/1B4K1 w - - 0 31
OajOk5qR,5rk1/pp4pp/8/8/1bP1Q3/6P1/PPP3KP/RN3q2 w - - 3 26
DQQvVLfI,6rk/pR1RB3/4p2p/4P3/8/1P3P2/P4PrP/5K2 w - - 7 28
8vsXdRtP,8/4P3/3B2b1/3p4/p1pP2k1/P1P3P1/7K/8 w - - 39 78
DR5fF0zz,6k1/5pp1/5n1p/5P2/6PP/4r3/5q1K/3r4 w - - 2 36
QcDhDlEc,2r3k1/2p3rp/Q3b3/4Np2/3p4/P2P4/1P2NPqP/R4RK1 w - - 0 23
GTQC22zO,b3Rq1k/6pp/1p6/5p2/8/P7/1PP2P1P/1K6 w - - 2 29
1SuAbCOG,3r2k1/1p3ppp/2p1p3/Q7/3npP2/6P1/5PKP/R7 w - - 0 24
m1p2WZDn,r3k1nr/ppp1qppp/3p4/8/N1P5/3Bn3/P4K1P/7R w kq - 0 19
QbpLHoak,6k1/ppN3P1/2n4B/3p4/3P3P/2b5/P4PP1/1b1KrB1R w - - 1 22
wEmNRL2W,2k4r/p1pr2p1/2p1B2p/5p2/3P1q2/2P5/P1P1RPPP/R5K1 w - - 0 23
WHTgxdpa,5Q2/6Q1/3K4/8/8/8/7k/8 w - - 1 79
jyz0beVj,7k/1R2P3/8/6Q1/6K1/6P1/4r3/7r w - - 5 47
hVNgJCDL,8/8/1k6/p6R/Pp6/1P1K3P/1P6/8 w - - 3 50
ooP0qk9K,4rk2/ppq1bprp/5p1Q/4nN2/2N5/3P3P/P1P2PP1/2KRR3 w - - 13 24
ytfSfDCv,8/5k2/3r4/PR1Pb2p/5K2/1P2pP2/7P/4R3 w - - 1 37
di6sAYZN,3rr3/1pp1Nppk/p6p/2B1nb2/8/1BQ5/P4PP1/1R2R1K1 w - - 5 23
GrFdJyJh,1Q6/2K5/k7/8/8/8/8/8 w - - 1 54
bUiyJxbC,7r/ppk2ppp/2p5/1P6/3PQ3/4P2P/P1rq4/1R1K3R w - - 1 29
BqL64dbH,8/p3kppp/4p3/P7/5PN1/n2r2P1/2r4P/2K2b2 w - - 0 38
bNG6vdHh,k4b1r/ppB1p1pp/8/1N1r4/3N2Q1/8/PPP2PPP/R3K2R w KQ - 1 15
TfgkttPZ,2k5/1p2np2/1P3p2/2p5/P1r5/1r6/1q5b/RK6 w - - 0 41
pHSZDxJ4,r1b2rk1/1ppp1p2/p1n2p1p/1q1Bp3/4P3/3P1N2/PPPQ1PPP/R3K2R w KQ - 0 13
7ZXDJvWi,8/pk3p2/2p5/1p1r1B2/8/4q3/PP1r2PK/2R5 w - - 2 36
WPiUAnsV,3k3r/r2qn3/1p3p1p/p5p1/3B4/7P/PP1Q1PP1/R3R1K1 w - - 1 31
czXHtoyL,8/8/4p2p/p3P1p1/q7/8/2k5/K7 w - - 18 58
TyhzZpYn,r2k4/pp3Bp1/2pB3p/4p3/4P3/P1PP4/1P3P2/R3K2q w - - 2 23
HnkLqbUR,6k1/2b2ppp/8/3r1K2/3q4/8/8/8 w - - 2 40
1SGOVP73,2Rr2k1/1R6/8/6p1/P3P1P1/2N5/5P1P/6K1 w - - 7 45
xsgt90Cv,1rb1k2r/p4ppp/8/7P/K7/6P1/q7/b7 w k - 3 38
K3Zp2o2r,8/1p6/p6R/1k4p1/8/1P1N4/4n1PP/5r1K w - - 3 37
KMcOswdd,3r1rk1/1pp3p1/p1p3b1/P4pP1/2N3nR/4P1b1/1PP5/R1B1K1N1 w Q - 2 19
puASI50e,rn1qkbnr/1pp1pbp1/5p2/4N2B/p2P3p/P1P5/1P3PPP/RNBQK2R w KQkq - 4 10
GaltAbYU,3k1b1r/5pp1/pr1qb2p/BNp4n/2P5/3Q1N1P/P4PP1/R3KB1R w KQ - 5 19
jtRttvxl,5bk1/1Q4p1/3p1p2/B1pPp2r/8/P1R3Pb/5Pq1/3R2K1 w - - 3 35
B1PTTC9Q,6r1/5p2/7p/1p4kp/5R2/3pQ1P1/2r5/4K2q w - - 5 45
hXizMsuB,8/8/8/6k1/8/4K3/5p2/8 w - - 0 58
Vv7lffjh,N1b3nr/1p1pkpp1/7p/8/Pn1bP3/2P4P/1P3qP1/R2QKB1R w KQ - 0 16
IzLn528w,r5kr/pp1R3p/2p1p1pQ/6p1/4pPP1/2P1P2P/1q6/5BKR w - - 0 23
qkicH8Dy,R7/6q1/2kp2pp/2p1p1b1/2P1P3/2KP3P/1P2nPP1/R7 w - - 7 36
7JTOQvX9,8/5ppk/7p/2R1p3/q7/8/1Pb5/K7 w - - 0 40
V1xA6qIw,r2qk2r/pppn2p1/2np4/4p2p/1P1PPbb1/2P1Q3/P5PP/RNB1K2R w KQ - 0 13
hxkxECEc,7r/3Q3p/4p3/6p1/2N1k1n1/8/P3KPq1/2R1R3 w - - 10 35
gYNJmmEA,3rr1k1/5p1p/p2Q2p1/q5N1/8/4B3/P2K1PPP/1R5R w - - 6 29
mzH5Qb2p,8/4nPN1/p4k1p/1p6/8/P6P/1P4P1/6K1 w - - 4 50
OeBcizPR,8/8/4Q3/kpQ5/p4N2/P1P2P2/1P3RPP/R5K1 w - - 3 40
3aVUhcPI,r1b4k/pp6/2p2N2/3pB3/3P4/2PB4/PP4rP/2K2R2 w - - 4 34
zQ6b9KMq,r1r4k/2B2Q2/4p1p1/3p4/p2P1P2/P2PP2P/1P4P1/2R1R1K1 w - - 0 27
pbEmTU5y,6k1/8/8/8/K7/8/1r6/q7 w - - 12 72
seQN9OQU,8/8/8/5k2/8/3RK3/8/8 w - - 41 73
nM02WXli,2r4k/pR3p1p/3pqr2/2p4P/4P3/2Q2PP1/P1P1B3/5K1R w - - 1 29
uizPFjLK,2k4r/ppp2Npp/3b1n2/8/5B2/3b1N2/PP3PPP/R1K4R w - - 4 16
nqmVQQKj,8/8/8/8/7R/5k2/7P/2r4K w - - 4 52
hD5qnhj0,2k5/ppp5/2n4p/2Kq3P/8/2P5/bP6/4R3 w - - 0 36
mUssK6J4,1k3r1Q/ppp4P/3p4/3Pp3/1PP5/P7/5P2/RNB1K2R w KQ - 1 30
sSuBh0Xz,N3nb2/Qp2kpp1/3p4/1BnPp3/P7/5P2/P3K1P1/q7 w - - 0 27
Bg0gVm5B,2b2rk1/2P2ppp/p4n2/4q3/n1PpP3/3P3P/3rBKP1/1R5R w - - 0 24
HnoJa38t,8/8/5bp1/6p1/5p2/5P2/4k1K1/8 w - - 16 66
g66Av67d,8/1k5p/2b3p1/2P5/PP6/8/4r3/1K4q1 w - - 9 51
zl3icEvw,2k3r1/B1qr1ppp/1pp4n/p2p2Q1/P2Pp2P/1PN1P3/2P5/4RRK1 w - - 0 34
Ix7i9R6k,r5k1/7p/p2p2P1/1p6/3p4/P4b2/1PP1r2P/R2K2q1 w - - 0 27
zCA2QmUC,2b2rk1/r3pp1p/3p1np1/2pP4/1q6/5Q1P/PP1N1PP1/R3KB1R w KQ - 3 17
Fzgz2cTQ,4kbnr/1p3ppb/1pn1p2p/1N1pP3/5PPB/1P6/r2KN2P/2R2B1R w k - 0 17
UDhjQ43q,8/4k3/8/p2P2Pp/P1K1P2P/1p3p2/1P6/8 w - - 0 43
NKXud0Au,r4rk1/ppQ2pp1/1qp4p/8/1P6/P2B1P2/6PP/3R3K w - - 3 29
2Q7IqjpX,5rk1/5ppp/4p3/2q5/1Pp5/6P1/5PBP/3R2K1 w - - 0 28
58AwByNw,5r1k/p1nN3P/5pp1/1q4p1/3Q1P2/b1P5/PP6/1K3R1R w - - 0 33
tQupI0RS,r7/pp4kp/n5p1/3KN3/8/8/1P3r2/4R2R w - - 2 29
q9cxuwVA,rnb1k2r/pp3pp1/2pb4/3pN2B/3P1P2/4P1p1/PP4Pq/RNBQ1RK1 w kq - 2 13
u7zSE8Xc,8/6K1/7P/1k6/8/4n3/2p5/2R5 w - - 0 60
i4IoZw9M,r5k1/pp2p2p/2p3p1/3pP3/8/2B1q2P/PKQ2r2/6RR w - - 6 28
vy2nnPTv,r2qkr2/pp2b2b/2p1B1pp/7Q/3P4/2P5/PP3PPP/R3R1K1 w - - 0 18
FQUA7WH0,5r1k/8/P7/1B3n2/6p1/5p2/5Bb1/R1R3Kr w - - 3 44
wIF6v3Ib,8/8/8/8/8/3R4/p3p1k1/4K3 w - - 0 59
uvGGn5T2,1R6/8/8/6k1/5pp1/6K1/r7/8 w - - 0 55
vNfy43Ti,7Q/P4k2/1K6/5pQ1/4b3/8/8/8 w - - 1 71
QaIz0Hr9,1R6/5ppk/4p2p/4p3/2n1P3/2P2P2/P1Pr1BPP/4K3 w - - 14 34
MpVixUtf,2kr3r/ppp3pp/8/8/6nb/2NRPN2/PP2KPPP/R1B5 w - - 1 15
YwtfYUEd,1b6/KP1k4/P7/8/8/8/8/8 w - - 5 70
l3dMdN3T,8/p7/1p1pk3/4pp1p/P4r2/1K5P/2R2BP1/8 w - - 0 44
I9Jctwxa,3r2k1/5pp1/7p/1p6/8/5P2/1Pbp1RPP/3K4 w - - 0 32
B8aDJBu1,r1q2r1k/p2QP1bp/2pp2p1/8/2B5/7P/PP3PP1/R4RK1 w - - 1 27
Ok4j2vRz,8/4k3/3p4/2pPp3/4Np2/P2P4/2b1K1PP/8 w - - 4 39
IcCVMlFb,r4bk1/P1p2p1p/3n2p1/4p3/8/2B4P/5PP1/RR4K1 w - - 1 28
cjRWDnWD,7R/8/8/6k1/8/4pK1p/3b4/8 w - - 0 54
qyaVBpYO,4k2r/pp3ppp/1q3n2/5p2/2PP4/4P3/P2b1PPP/R3KB1R w KQk - 0 18
DBBEJiG9,rnb1k2r/1p1pnppp/2p1q3/p1b1p3/2P1N3/P3PN2/1P1P1PPP/R1BQKB1R w KQkq - 3 9
ci4lfmpm,3rr1k1/5q1p/pp4p1/2nn1p2/2P5/1P3P2/PQ2B1PP/2RR2K1 w - - 0 30
QYsM0OI8,r7/7p/3pk1p1/pPb5/P1R1P3/3K1P1P/3B2P1/8 w - - 1 35
pzAVflYy,4r1k1/pB3pp1/1p2rnp1/2np4/1q3Q2/1P2P2P/PBR2PP1/2R3K1 w - - 0 25
9ppfA8EW,r1b1r1k1/pp3pp1/2pqpn1p/4n3/2PP4/1P1B3P/PBQ2PP1/R4RK1 w - - 0 16
XBzpi93X,3k4/8/3P4/2K1PB1r/b7/8/3B4/8 w - - 1 56
kpxxfUj6,8/7R/3k4/6pB/3pq3/8/6K1/8 w - - 8 57
yO6pCozM,2r2k1r/pp1b1pp1/5q2/2bpp3/3N3P/1PP1QB2/P4P2/R4RK1 w - - 2 20
cGxEv6DP,2n3k1/pp4r1/2pq3p/3p3P/3P2Q1/2P5/PP3P2/4R2K w - - 0 28
ehQ9kAa2,q2r4/2k5/2p5/2Pp1Q2/3Pp3/4P2P/3r1PP1/1R4K1 w - - 15 39
5Z6KGrFi,8/1P5R/4k1p1/4b3/5p2/4p3/1r4PP/3K4 w - - 0 52
AMLBmMQs,5rk1/np2p1np/4q1p1/pP2Pp2/P2P4/3BN2P/5PP1/2Q2RK1 w - - 1 22
uv4s6Jn6,1rRq2k1/5ppp/8/p2p4/3P4/1r2P3/5PPP/2R3K1 w - - 2 26
iZw43GLO,2r4k/p1Pr3p/3PQ1pB/1p6/4n1P1/P7/5PKP/8 w - - 2 39
1WO2BsF6,r5k1/np1q1pbp/p2p2p1/P2Pr1B1/1P6/RQ1B4/5PPP/2R3K1 w - - 4 25
eBwaiePx,3Q4/5pk1/8/4q1p1/4q3/3K4/3Q4/8 w - - 3 49
RvQ03kYr,2r2rk1/pp3ppp/3b4/8/5PQ1/1P2q3/1P4PP/R4RK1 w - - 0 21
NmnwGdXq,2R1nk2/5ppp/p1p5/8/p3P3/1P6/P4PPP/6K1 w - - 0 23
hYcIxXQ4,3r4/2p5/4P3/pp1P2kp/5R2/P1PN1p2/8/7K w - - 2 42
5RhtZVTX,8/8/8/6p1/4k1Pp/7P/3K4/8 w - - 14 54
cIP5THAR,r1b1k2r/p3ppbp/2p3p1/3nP3/N7/4P3/PPP3PP/2KR1B1R w - - 1 14
86PQ0mXa,6k1/2r4N/p3p1p1/8/1n1bP1b1/1P5P/Pr6/2K4R w - - 0 26
P8vP3UoS,rn3rk1/1pp3p1/p2p2q1/3Pp1bp/PPP1PnN1/2N2P2/4B3/R2Q1RK1 w - - 0 22
r6Sx9dq5,8/1R1Q2pk/8/4n2p/8/6PK/7P/8 w - - 7 41
I224fuTb,8/5N1p/5n2/1p4p1/5k2/1PP5/1P2bPPP/6K1 w - - 0 35
HnKmMIbC,rnbqkbnr/pp2pppp/3p4/2p5/5P2/5N2/PPPPP1PP/RNBQKB1R w KQkq - 0 3
uLdaVUoS,rn2kb1r/ppp2ppp/5n2/4p3/2P3b1/4P1Q1/PP3PPP/RNBqKBNR w KQkq - 1 7
qLPltX2M,8/3B1R2/1pp1P1np/1p1p4/5Pk1/8/rPPK4/4R3 w - - 4 47
YMh3txYE,8/p7/4p2p/kP3ppK/P2b4/3r4/6PP/RN2r3 w - - 0 34
DNpLY94C,8/4k3/5R2/P3K3/6p1/3p4/7P/8 w - - 0 38
NBUp7O9o,3n2k1/pp3rp1/3R3p/4p3/2r5/4N3/PP3PPP/6K1 w - - 0 27
SRgTRQBU,r3k3/p1Q1p3/1pn1P1p1/8/3P4/7P/PPP3P1/1K3r2 w - - 1 26
cyKB69VD,8/3r1k2/p5p1/1pB1P3/1P3P2/P2b2Q1/q1p2K2/2R5 w - - 1 46
Qie3lxGv,8/8/8/8/3kn3/5p2/6p1/6K1 w - - 0 57
UJVdUKTd,5b2/1pp2rk1/8/p2PN3/7P/1P6/P1P3P1/1K1R4 w - - 5 36
